2026-03-10 09:55:58 | IngestionPipeline | INFO | Standardized Extraction: summary='' domain='Personal' entities=[Entity(name='Alamein Memorial', type='Work', importance=0.5, isolated_context='The Alamein Memorial is a Commonwealth War Graves Commission war memorial in the El Alamein War Cemetery, El Alamein, Egypt. The memorial commemorates 11,866 Commonwealth forces members who died during World War II. The memorial was designed by Hubert Worthington and unveiled by Viscount Montgomery of Alamein on 24 October 1954.'), Entity(name='El Alamein War Cemetery', type='Place', importance=0.5, isolated_context='The Alamein Memorial is in the El Alamein War Cemetery, El Alamein, Egypt.'), Entity(name='El Alamein', type='Place', importance=0.5, isolated_context='El Alamein, Egypt.'), Entity(name='Egypt', type='Place', importance=0.5, isolated_context='Egypt.'), Entity(name='Commonwealth War Graves Commission', type='Organization', importance=0.5, isolated_context='The Alamein Memorial is a Commonwealth War Graves Commission war memorial...'), Entity(name='World War II', type='Event', importance=0.5, isolated_context='who died during World War II.'), Entity(name='Hubert Worthington', type='Person', importance=0.5, isolated_context='The memorial was designed by Hubert Worthington...'), Entity(name='Viscount Montgomery of Alamein', type='Person', importance=0.5, isolated_context='unveiled by Viscount Montgomery of Alamein on 24 October 1954.')] concepts=[Concept(name='World War II', definition='', isolated_context=''), Concept(name='War Memorial', definition='', isolated_context=''), Concept(name='Commonwealth War Graves Commission', definition='', isolated_context='')] tasks=[] persona_traits=[] references=[] relationships=[ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='El Alamein War Cemetery', target_type='Place', relationship_type='located_in', confidence=0.99, context='The Alamein Memorial is in the El Alamein War Cemetery, El Alamein, Egypt.'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='Commonwealth War Graves Commission', target_type='Organization', relationship_type='part_of', confidence=0.99, context='The Alamein Memorial is a Commonwealth War Graves Commission war memorial...'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='World War II', target_type='Event', relationship_type='occurred_during', confidence=0.99, context='who died during World War II.'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='Hubert Worthington', target_type='Person', relationship_type='designed_by', confidence=0.99, context='The memorial was designed by Hubert Worthington...'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='Viscount Montgomery of Alamein', target_type='Person', relationship_type='unveiled_by', confidence=0.99, context='unveiled by Viscount Montgomery of Alamein on 24 October 1954.')] sentiment='Neutral'
2026-03-10 12:26:50 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 55e27b64-c9f6-4fb5-bc14-a56d20485fae: 'Personal'
2026-03-10 12:26:50 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 8.9587s
2026-03-10 12:26:50 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 12:26:50 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 12:27:15 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: 28th independent spirit awards
2026-03-10 12:27:15 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: 28th independent spirit awards
2026-03-10 12:27:16 | IngestionPipeline | INFO |   Summary updated for Entity: 28th independent spirit awards (Title: 28th Independent Spirit Awards)
2026-03-10 12:27:22 | IngestionPipeline | INFO |   [Ingestion] Extracted 5 atomic facts for Concept: film awards
2026-03-10 12:27:22 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 4 context(s) for Concept: film awards
2026-03-10 12:27:22 | IngestionPipeline | INFO |   Summary updated for Concept: film awards (Title: Independent Spirit Awards)
2026-03-10 12:27:25 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: andy samberg
2026-03-10 12:27:25 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: andy samberg
2026-03-10 12:27:25 | IngestionPipeline | INFO |   Summary updated for Entity: andy samberg (Title: Andy Samberg Awards Ceremony)
2026-03-10 12:27:30 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Entity: film independent spirit awards
2026-03-10 12:27:30 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 2 context(s) for Entity: film independent spirit awards
2026-03-10 12:27:30 | IngestionPipeline | INFO |   Summary updated for Entity: film independent spirit awards (Title: Film Independent Spirit Awards)
2026-03-10 12:27:30 | IngestionPipeline | INFO |   [Perf] Summarization took: 40.6388s
2026-03-10 12:27:30 | IngestionPipeline | INFO | [Ingestion] Marked Note 55e27b64-c9f6-4fb5-bc14-a56d20485fae as Processed.
2026-03-10 12:27:30 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 64.6750s
2026-03-10 12:27:30 | IngestionPipeline | INFO | [2026-03-10 12:27:30.976411] SUCCESS: Note 55e27b64-c9f6-4fb5-bc14-a56d20485fae fully indexed in 64.68s.
2026-03-10 12:27:31 | IngestionPipeline | INFO | [2026-03-10 12:27:31.233952] START: Ingesting Note 54d9a2e6-3441-4f75-81b0-f924b464fbf2
2026-03-10 12:27:31 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-03-10 12:27:31 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-03-10 12:27:31 | IngestionPipeline | INFO | Multimedia processing took: 0.0002s
2026-03-10 12:27:31 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-03-10 12:27:51 | IngestionPipeline | INFO | Extraction Completed: summary='' domain='Personal' entities=[Entity(name='Bill Cosby', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='At Last Bill Cosby Really Sings', type='Work', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Stax Records', type='Organization', importance=0.5, isolated_context='It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Partee Records', type='Organization', importance=0.5, isolated_context='It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Ray Parker, Jr.', type='Person', importance=0.5, isolated_context='It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.'), Entity(name='Stu Gardner', type='Person', importance=0.5, isolated_context='It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.')] concepts=[Concept(name='Music Album', definition='', isolated_context=''), Concept(name='R&B', definition='', isolated_context='')] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-03-10 12:27:51 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Bill Cosby', 'At Last Bill Cosby Really Sings', 'Stax Records', 'Partee Records', 'Ray Parker, Jr.', 'Stu Gardner']
2026-03-10 12:27:51 | IngestionPipeline | INFO | Filtered/Renamed Concepts: ['Music Album', 'R&B']
2026-03-10 12:27:51 | IngestionPipeline | INFO | Standardized Extraction: summary='' domain='Personal' entities=[Entity(name='Bill Cosby', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='At Last Bill Cosby Really Sings', type='Work', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Stax Records', type='Organization', importance=0.5, isolated_context='It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Partee Records', type='Organization', importance=0.5, isolated_context='It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Ray Parker, Jr.', type='Person', importance=0.5, isolated_context='It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.'), Entity(name='Stu Gardner', type='Person', importance=0.5, isolated_context='It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.')] concepts=[Concept(name='Music Album', definition='', isolated_context=''), Concept(name='R&B', definition='', isolated_context='')] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-03-10 12:27:51 | IngestionPipeline | INFO | Extracted: 6 entities, 2 concepts, 0 references.
2026-03-10 12:27:51 | IngestionPipeline | INFO | Domain: Personal
2026-03-10 12:27:51 | IngestionPipeline | INFO | Note complexity upgraded: 8 entities+concepts extracted
2026-03-10 12:27:51 | IngestionPipeline | INFO | Extraction took: 20.6283s
2026-03-10 12:27:51 | IngestionPipeline | INFO | [Agent] Refinement (Reasoning) triggered...
2026-03-10 12:27:56 | IngestionPipeline | INFO |   [Refiner] 🛠️ Patched Extraction: Added 1 new entities.
2026-03-10 12:27:56 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'At Last Bill Cosby Really Sings'
2026-03-10 12:28:02 | IngestionPipeline | INFO | [Community] Creating new community 'Bill Cosby's "At Last" Album Release' for 9 nodes
2026-03-10 12:28:02 | IngestionPipeline | INFO | [Community] Assigned 9 nodes to 'Bill Cosby's "At Last" Album Release'
2026-03-10 12:28:02 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 54d9a2e6-3441-4f75-81b0-f924b464fbf2: 'At Last Bill Cosby Really Sings'
2026-03-10 12:28:02 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 54d9a2e6-3441-4f75-81b0-f924b464fbf2: 'Personal'
2026-03-10 12:28:02 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 5.7246s
2026-03-10 12:28:02 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 12:28:02 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 12:29:11 | IngestionPipeline | INFO |   [Ingestion] Extracted 13 atomic facts for Entity: bill cosby
2026-03-10 12:29:11 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 7 context(s) for Entity: bill cosby
2026-03-10 12:29:12 | IngestionPipeline | INFO |   Summary updated for Entity: bill cosby (Title: Bill Cosby: Albums & Music)
2026-03-10 12:29:22 | IngestionPipeline | INFO |   [Ingestion] Extracted 7 atomic facts for Concept: music album
2026-03-10 12:29:22 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 7 context(s) for Concept: music album
2026-03-10 12:29:23 | IngestionPipeline | INFO |   Summary updated for Concept: music album (Title: music album)
2026-03-10 12:29:26 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: stax records
2026-03-10 12:29:26 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: stax records
2026-03-10 12:29:26 | IngestionPipeline | INFO |   Summary updated for Entity: stax records (Title: Stax Records Album Release)
2026-03-10 12:29:31 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: stevie wonder
2026-03-10 12:29:31 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 2 context(s) for Entity: stevie wonder
2026-03-10 12:29:31 | IngestionPipeline | INFO |   Summary updated for Entity: stevie wonder (Title: Stevie Wonder)
2026-03-10 12:29:34 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: stu gardner
2026-03-10 12:29:34 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: stu gardner
2026-03-10 12:29:34 | IngestionPipeline | INFO |   Summary updated for Entity: stu gardner (Title: Stu Gardner - Collaboration)
2026-03-10 12:29:38 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: ray parker, jr.
2026-03-10 12:29:38 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: ray parker, jr.
2026-03-10 12:29:39 | IngestionPipeline | INFO |   Summary updated for Entity: ray parker, jr. (Title: Ray Parker, Jr. - Musician)
2026-03-10 12:29:46 | IngestionPipeline | INFO |   [Ingestion] Extracted 6 atomic facts for Entity: at last bill cosby really sings
2026-03-10 12:29:46 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: at last bill cosby really sings
2026-03-10 12:29:47 | IngestionPipeline | INFO |   Summary updated for Entity: at last bill cosby really sings (Title: At Last Bill Cosby Sings)
2026-03-10 12:29:51 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: partee records
2026-03-10 12:29:51 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: partee records
2026-03-10 12:29:51 | IngestionPipeline | INFO |   Summary updated for Entity: partee records (Title: Partee Records Album Release)
2026-03-10 12:29:59 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 5 context(s) for Concept: r&b
2026-03-10 12:29:59 | IngestionPipeline | INFO |   Summary updated for Concept: r&b (Title: R&B Music Genre)
2026-03-10 12:29:59 | IngestionPipeline | INFO |   [Perf] Summarization took: 116.6829s
2026-03-10 12:29:59 | IngestionPipeline | INFO | [Ingestion] Marked Note 54d9a2e6-3441-4f75-81b0-f924b464fbf2 as Processed.
2026-03-10 12:29:59 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 148.0558s
2026-03-10 12:29:59 | IngestionPipeline | INFO | [2026-03-10 12:29:59.347662] SUCCESS: Note 54d9a2e6-3441-4f75-81b0-f924b464fbf2 fully indexed in 148.06s.
2026-03-10 12:29:59 | IngestionPipeline | INFO | [2026-03-10 12:29:59.726028] START: Ingesting Note 3a316c3b-9a5c-4f95-bdd2-7749537d62d9
2026-03-10 12:29:59 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-03-10 12:29:59 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-03-10 12:29:59 | IngestionPipeline | INFO | Multimedia processing took: 0.0001s
2026-03-10 12:29:59 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
