2026-03-07 15:30:44 | LLMService | INFO | Primary LLM Provider: OLLAMA
2026-03-07 16:20:06 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:20:11 | LLMService | INFO | [Ollama] Raw extraction: 15 entities, 0 concepts
2026-03-07 16:22:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:23:26 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-03-07 16:23:26 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:23:29 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-03-07 16:25:07 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:25:39 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-03-07 16:25:39 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:25:42 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-07 16:27:21 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:27:35 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-03-07 16:27:35 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:27:39 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-03-07 16:27:57 | LLMService | ERROR | Async Entity Summary Generation Failed for 1982: Expecting ',' delimiter: line 19 column 1 (char 357)
2026-03-07 16:28:02 | LLMService | ERROR | Async Entity Summary Generation Failed for film adaptation: Expecting ',' delimiter: line 19 column 1 (char 352)
2026-03-07 16:28:36 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:29:13 | LLMService | INFO | [Ollama] Raw extraction: 15 entities, 4 concepts
2026-03-07 16:29:13 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:29:17 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 0 concepts
2026-03-07 16:32:09 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:32:42 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-03-07 16:32:42 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:32:47 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 4 concepts
2026-03-07 16:35:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:35:34 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 3 concepts
2026-03-07 16:35:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:35:39 | LLMService | INFO | [Ollama] Raw extraction: 12 entities, 0 concepts
2026-03-07 16:38:35 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:39:21 | LLMService | INFO | [Ollama] Raw extraction: 12 entities, 3 concepts
2026-03-07 16:39:21 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:39:26 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 0 concepts
2026-03-07 16:40:16 | LLMService | ERROR | Async Entity Summary Generation Failed for cold war: Unterminated string starting at: line 3 column 24 (char 62)
2026-03-07 16:40:37 | LLMService | ERROR | Async Entity Summary Generation Failed for mid-to-late 1930s: Unterminated string starting at: line 3 column 24 (char 76)
2026-03-07 16:42:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:43:56 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 4 concepts
2026-03-07 16:43:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:44:02 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 4 concepts
2026-03-07 16:45:54 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:46:21 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-03-07 16:46:21 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:46:27 | LLMService | INFO | [Ollama] Raw extraction: 11 entities, 3 concepts
2026-03-07 16:48:29 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:49:16 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-03-07 16:49:16 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:49:20 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-03-07 16:50:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:51:17 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 3 concepts
2026-03-07 16:51:17 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:51:22 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 0 concepts
2026-03-07 16:53:09 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:53:44 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 5 concepts
2026-03-07 16:53:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:53:48 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 0 concepts
2026-03-07 16:56:48 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:57:30 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 4 concepts
2026-03-07 16:57:30 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 16:57:37 | LLMService | INFO | [Ollama] Raw extraction: 11 entities, 4 concepts
2026-03-07 17:00:37 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:01:44 | LLMService | INFO | [Ollama] Raw extraction: 28 entities, 4 concepts
2026-03-07 17:01:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:01:51 | LLMService | INFO | [Ollama] Raw extraction: 12 entities, 4 concepts
2026-03-07 17:06:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:06:49 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-07 17:07:35 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:07:55 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 1 concepts
2026-03-07 17:07:55 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:07:59 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 1 concepts
2026-03-07 17:09:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:09:59 | LLMService | INFO | [Ollama] Raw extraction: 18 entities, 4 concepts
2026-03-07 17:09:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:10:07 | LLMService | INFO | [Ollama] Raw extraction: 18 entities, 4 concepts
2026-03-07 17:13:17 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:13:54 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-03-07 17:13:54 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:13:59 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 2 concepts
2026-03-07 17:15:53 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:16:43 | LLMService | INFO | [Ollama] Raw extraction: 12 entities, 4 concepts
2026-03-07 17:16:43 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:16:49 | LLMService | INFO | [Ollama] Raw extraction: 12 entities, 0 concepts
2026-03-07 17:19:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:20:55 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-03-07 17:20:55 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:20:59 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-07 17:23:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:24:29 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 4 concepts
2026-03-07 17:24:29 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:24:33 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 4 concepts
2026-03-07 17:26:42 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:41:45 | LLMService | ERROR | Extraction failed with ollama: Request timed out.
2026-03-07 17:42:36 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:44:00 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 0 concepts
2026-03-07 17:46:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:49:15 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 3 concepts
2026-03-07 17:49:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 17:50:05 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-03-07 18:05:18 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 18:08:02 | LLMService | INFO | [Ollama] Raw extraction: 12 entities, 3 concepts
2026-03-07 18:08:02 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 18:08:40 | LLMService | INFO | [Ollama] Raw extraction: 15 entities, 3 concepts
2026-03-07 18:24:14 | LLMService | ERROR | Async Entity Summary Generation Failed for online publishing: Request timed out.
2026-03-07 18:24:15 | LLMService | ERROR | Async Entity Summary Generation Failed for creative commons: Request timed out.
2026-03-07 18:24:15 | LLMService | ERROR | Async Entity Summary Generation Failed for may 2015: Request timed out.
2026-03-07 18:24:15 | LLMService | ERROR | Async Entity Summary Generation Failed for africa: Request timed out.
2026-03-07 18:24:16 | LLMService | ERROR | Async Entity Summary Generation Failed for global: Request timed out.
2026-03-07 18:24:16 | LLMService | ERROR | Async Entity Summary Generation Failed for 35 million people: Request timed out.
2026-03-07 18:27:32 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 18:28:51 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-03-07 18:28:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 18:29:05 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 0 concepts
2026-03-07 18:35:49 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 18:39:06 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-03-07 18:39:06 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 18:39:22 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-03-07 18:57:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:02:24 | LLMService | INFO | [Ollama] Raw extraction: 19 entities, 5 concepts
2026-03-07 19:02:24 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:02:39 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 0 concepts
2026-03-07 19:18:14 | LLMService | ERROR | Async Entity Summary Generation Failed for animation: Request timed out.
2026-03-07 19:18:14 | LLMService | ERROR | Async Entity Summary Generation Failed for bill murray: Request timed out.
2026-03-07 19:18:14 | LLMService | ERROR | Async Entity Summary Generation Failed for the flying dutchman: Request timed out.
2026-03-07 19:18:14 | LLMService | ERROR | Async Entity Summary Generation Failed for television: Request timed out.
2026-03-07 19:18:14 | LLMService | ERROR | Async Entity Summary Generation Failed for nickelodeon: Request timed out.
2026-03-07 19:18:14 | LLMService | ERROR | Async Entity Summary Generation Failed for ghostbusters ii: Request timed out.
2026-03-07 19:19:26 | LLMService | WARNING | Atomic fact extraction failed for tbs: Request timed out.
2026-03-07 19:19:44 | LLMService | WARNING | Atomic fact extraction failed for cartoon network: Request timed out.
2026-03-07 19:25:09 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:25:54 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 0 concepts
2026-03-07 19:27:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:30:45 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-03-07 19:30:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:31:14 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 3 concepts
2026-03-07 19:40:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:55:06 | LLMService | ERROR | Extraction failed with ollama: Request timed out.
2026-03-07 19:55:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:57:24 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 1 concepts
2026-03-07 19:57:24 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 19:57:43 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 1 concepts
2026-03-07 20:05:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 20:10:18 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-03-07 20:10:18 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 20:10:41 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-03-07 20:20:07 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 20:23:08 | LLMService | INFO | [Ollama] Raw extraction: 13 entities, 4 concepts
2026-03-07 20:23:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 20:23:29 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 0 concepts
2026-03-07 20:39:06 | LLMService | ERROR | Async Entity Summary Generation Failed for japanese animation: Request timed out.
2026-03-07 20:39:06 | LLMService | ERROR | Async Entity Summary Generation Failed for frontier works: Request timed out.
2026-03-07 20:39:25 | LLMService | WARNING | Atomic fact extraction failed for my bride is a mermaid: Request timed out.
2026-03-07 20:39:38 | LLMService | WARNING | Atomic fact extraction failed for seto no hana yome: Request timed out.
2026-03-07 20:42:09 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 20:47:01 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-03-07 20:47:01 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 20:47:28 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-03-07 20:59:49 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:01:44 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-03-07 21:01:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:02:07 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-03-07 21:09:37 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:11:04 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-03-07 21:11:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:11:17 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 0 concepts
2026-03-07 21:15:43 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:17:31 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-03-07 21:17:31 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:17:49 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 0 concepts
2026-03-07 21:25:54 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:27:34 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-03-07 21:27:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:27:55 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 2 concepts
2026-03-07 21:35:43 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:37:17 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 1 concepts
2026-03-07 21:37:17 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:37:36 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 1 concepts
2026-03-07 21:42:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 21:57:10 | LLMService | ERROR | Extraction failed with ollama: Request timed out.
2026-03-07 21:57:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 22:01:58 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-03-07 22:01:58 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 22:02:35 | LLMService | INFO | [Ollama] Raw extraction: 15 entities, 3 concepts
2026-03-07 22:21:33 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 22:24:51 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-03-07 22:24:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 22:25:25 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 2 concepts
2026-03-07 22:38:02 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 22:39:35 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-03-07 22:39:35 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 22:39:59 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-03-07 22:43:48 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 22:58:49 | LLMService | ERROR | Extraction failed with ollama: Request timed out.
2026-03-07 22:59:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 23:01:15 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-03-07 23:01:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 23:01:45 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-03-07 23:11:05 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 23:15:00 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 3 concepts
2026-03-07 23:15:00 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 23:15:24 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-03-07 23:30:55 | LLMService | ERROR | Async Entity Summary Generation Failed for june 1919: Request timed out.
2026-03-07 23:32:00 | LLMService | WARNING | Atomic fact extraction failed for military campaigns: Request timed out.
2026-03-07 23:32:16 | LLMService | WARNING | Atomic fact extraction failed for american army camp: Request timed out.
2026-03-07 23:32:49 | LLMService | WARNING | Atomic fact extraction failed for russian civil war: Request timed out.
2026-03-07 23:35:05 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 23:38:50 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 3 concepts
2026-03-07 23:38:50 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-07 23:39:19 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-03-07 23:42:47 | LLMService | ERROR | Async Entity Summary Generation Failed for lacombe: Unterminated string starting at: line 3 column 24 (char 76)
