2026-05-04 19:47:36 | GraphService | INFO | [Graph] Relationship created: (ed wood)-[is_the_subject_of]->(1994 american biographical period comedy-drama film)
2026-05-04 19:59:38 | GraphService | INFO | [Graph] Relationship created_parallel: (corliss archer)-[aired_on]->(cbs)
2026-05-04 19:59:38 | GraphService | INFO | [Graph] Relationship created: (corliss archer)-[distributed_in_syndication]->(ziv company)
2026-05-04 19:59:38 | GraphService | INFO | [Graph] Relationship created: (corliss archer)-[adapted_from]->(f. hugh herbert)
2026-05-04 19:59:38 | GraphService | INFO | [Graph] Relationship created: (corliss archer)-[aired_on]->(1951)
2026-05-04 19:59:38 | GraphService | INFO | [Graph] Relationship created: (corliss archer)-[distributed_in_syndication]->(1954)
2026-05-04 19:59:38 | GraphService | INFO | [Graph] Relationship created: (corliss archer)-[adapted_from]->(radio series)
2026-05-04 19:59:38 | GraphService | INFO | [Graph] Relationship created: (corliss archer)-[adapted_from]->(short stories)
2026-05-04 20:00:19 | GraphService | INFO | [Graph] Relationship created: (lord high treasurer)-[is_held_by]->(english government)
2026-05-04 20:00:19 | GraphService | INFO | [Graph] Relationship created: (lord high treasurer)-[is_held_by]->(british government)
2026-05-04 20:00:19 | GraphService | INFO | [Graph] Relationship created: (lord high treasurer)-[established]->(acts of union of 1707)
2026-05-04 20:00:19 | GraphService | INFO | [Graph] Relationship created: (lord high treasurer)-[is]->(great officer of state)
2026-05-04 20:00:19 | GraphService | INFO | [Graph] Relationship created: (lord high treasurer)-[is_below]->(lord high steward)
2026-05-04 20:00:19 | GraphService | INFO | [Graph] Relationship created: (lord high treasurer)-[is_below]->(lord high chancellor)
2026-05-04 20:01:10 | GraphService | INFO | [Graph] Relationship created: (a kiss for corliss)-[directed]->(richard wallace)
2026-05-04 20:01:10 | GraphService | INFO | [Graph] Relationship created: (a kiss for corliss)-[written]->(howard dimsdale)
2026-05-04 20:01:10 | GraphService | INFO | [Graph] Relationship created: (a kiss for corliss)-[starred_in]->(shirley temple)
2026-05-04 20:01:10 | GraphService | INFO | [Graph] Relationship created: (a kiss for corliss)-[is_a_sequel_to]->(kiss and tell)
2026-05-04 20:01:10 | GraphService | INFO | [Graph] Relationship created: (a kiss for corliss)-[was_released_on]->(november 25, 1949)
2026-05-04 20:01:10 | GraphService | INFO | [Graph] Relationship created: (a kiss for corliss)-[was_distributed_by]->(united artists)
2026-05-04 20:01:10 | GraphService | INFO | [Graph] Relationship created: (a kiss for corliss)-[was_retitled]->(almost a bride)
2026-05-04 20:01:42 | GraphService | INFO | [Graph] Relationship created: (shirley temple)-[stars_in]->(kiss and tell)
2026-05-04 20:01:42 | GraphService | INFO | [Graph] Relationship created: (shirley temple)-[plays_as]->(corliss archer)
2026-05-04 20:01:42 | GraphService | INFO | [Graph] Relationship created: (corliss archer)-[causes_concern_for]->(parents)
2026-05-04 20:01:42 | GraphService | INFO | [Graph] Relationship created: (teenage girls)-[cause_concern_for]->(parents)
2026-05-04 20:01:42 | GraphService | INFO | [Graph] Relationship created: (parents)-[bicker]->(parents)
2026-05-04 20:02:14 | GraphService | INFO | [Graph] Relationship created: (secretary of state for constitutional affairs)-[is_part]->(british government)
2026-05-04 20:02:14 | GraphService | INFO | [Graph] Relationship created: (secretary of state for constitutional affairs)-[transferred_functions_from]->(lord chancellor)
2026-05-04 20:02:14 | GraphService | INFO | [Graph] Relationship created: (secretary of state for constitutional affairs)-[transferred_functions_from]->(first secretary of state)
2026-05-04 20:02:14 | GraphService | INFO | [Graph] Relationship created: (secretary of state for constitutional affairs)-[was_created_in]->(2003)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as]->(patwari)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as]->(talati)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as]->(karnam)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as]->(patnaik)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as]->(adhikari)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as]->(kulkarni)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as]->(shanbogaru)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_known_as_tapedar]->(sindh)
2026-05-04 20:03:11 | GraphService | INFO | [Graph] Relationship created: (village accountant)-[is_found_in]->(indian sub-continent)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[was_born_in]->(hampshire)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[was_born_in]->(england)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[worked_in]->(hollywood)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited_painting_the_town_for]->(universal pictures)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited]->(racket squad)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited]->(meet corliss archer)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited]->(science fiction theatre)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited]->(highway patrol)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited]->(sea hunt)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited_flippers_new_adventure_and_the_first_28_episodes_of]->(flipper)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[edited_sea_hunt_starring]->(lloyd bridges)
2026-05-04 20:04:28 | GraphService | INFO | [Graph] Relationship created: (charles craft)-[died_in]->(los angeles)
2026-05-04 20:05:17 | GraphService | INFO | [Graph] Relationship created: (andre norton award)-[established_by]->(catherine asaro)
2026-05-04 20:05:17 | GraphService | INFO | [Graph] Relationship created: (andre norton award)-[established_by]->(sfwa young adult fiction committee)
2026-05-04 20:05:17 | GraphService | INFO | [Graph] Relationship created: (andre norton award)-[announced_on]->(february 20, 2005)
2026-05-04 20:05:17 | GraphService | INFO | [Graph] Relationship created: (andre norton award)-[recognizes]->(young adult or middle grade science fiction or fantasy book)
2026-05-04 20:05:17 | GraphService | INFO | [Graph] Relationship created: (andre norton award)-[recognizes]->(graphic novels)
2026-05-04 20:05:17 | GraphService | INFO | [Graph] Relationship created: (andre norton award)-[presented_alongside]->(nebula awards)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (victoria hanley)-[wrote]->(the seer and the sword)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (victoria hanley)-[wrote]->(the healer's keep)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (victoria hanley)-[wrote]->(the light of the oracle)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (victoria hanley)-[wrote]->(indigo magic)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (indigo magic)-[published_by]->(egmont usa)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (victoria hanley)-[wrote]->(seize the story: a handbook for teens who like to write)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (victoria hanley)-[wrote]->(wild ink: a grownups guide to writing fiction for teens)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (seize the story: a handbook for teens who like to write)-[published_by]->(cotton wood press)
2026-05-04 20:06:18 | GraphService | INFO | [Graph] Relationship created: (wild ink: a grownups guide to writing fiction for teens)-[published_by]->(cotton wood press)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (the hork-bajir chronicles)-[is_written_by]->(k. a. applegate)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (the hork-bajir chronicles)-[is_a_companion_book_to]->(animorphs)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (tobias)-[flies_to]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (jara hamee)-[tells_story_of]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (aldrea)-[is_a_character_in]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (dak hamee)-[is_a_character_in]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (esplin 9466)-[is_a_character_in]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (yeerks)-[enslaved]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (hork-bajir)-[are_subject_of]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (valley of the free hork-bajir)-[is_location]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (23, "the pretender")-[precedes]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (the ellimist chronicles)-[precedes]->(the hork-bajir chronicles)
2026-05-04 20:07:40 | GraphService | INFO | [Graph] Relationship created: (the andalite chronicles)-[precedes]->(the hork-bajir chronicles)
2026-05-04 20:08:28 | GraphService | INFO | [Graph] Relationship created: (shadowshaper)-[was_written_by]->(daniel josé older)
2026-05-04 20:08:28 | GraphService | INFO | [Graph] Relationship created: (sierra santiago)-[lives_in]->(brooklyn)
2026-05-04 20:08:29 | GraphService | INFO | [Graph] Relationship created: (sierra santiago)-[is]->(afro-boricua)
2026-05-04 20:08:29 | GraphService | INFO | [Graph] Relationship created: (sierra santiago)-[is]->(shadowshaper)
2026-05-04 20:08:29 | GraphService | INFO | [Graph] Relationship created: (sierra santiago)-[is_threatened_by]->(gentrification)
2026-05-04 20:08:29 | GraphService | INFO | [Graph] Relationship created: (sierra santiago)-[uses]->(magic)
2026-05-04 20:08:29 | GraphService | INFO | [Graph] Relationship created: (aging shadowshapers)-[is_hunted_by]->(killer)
2026-05-04 20:08:29 | GraphService | INFO | [Graph] Relationship created: (killer)-[appropriates]->(magic)
2026-05-04 20:09:20 | GraphService | INFO | [Graph] Relationship created: (left behind: the kids)-[is_coauthored_by]->(jerry b. jenkins)
2026-05-04 20:09:20 | GraphService | INFO | [Graph] Relationship created: (left behind: the kids)-[is_coauthored_by]->(tim lahaye)
2026-05-04 20:09:20 | GraphService | INFO | [Graph] Relationship created: (left behind: the kids)-[is_coauthored_by]->(chris fabry)
2026-05-04 20:09:20 | GraphService | INFO | [Graph] Relationship created: (left behind: the kids)-[is_based_on]->(left behind)
2026-05-04 20:09:20 | GraphService | INFO | [Graph] Relationship created: (left behind: the kids)-[is_published_by]->(tyndale house publishing)
2026-05-04 20:09:20 | GraphService | INFO | [Graph] Relationship created: (left behind: the kids)-[was_released_between]->(1997-2004)
2026-05-04 20:09:20 | GraphService | INFO | [Graph] Relationship created: (left behind: the kids)-[has_sold]->(11 million)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (square enix)-[merges_with]->(square)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (square enix)-[merges_with]->(enix)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (square)-[hires]->(studio bentstuff)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (square)-[writes_guides_for]->(final fantasy vii)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (studio bentstuff)-[writes_guides_for]->(final fantasy vii)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (square enix)-[is_formed_on]->(april 1, 2003)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (square)-[merges_on]->(april 1, 2003)
2026-05-04 20:10:15 | GraphService | INFO | [Graph] Relationship created: (enix)-[merges_on]->(april 1, 2003)
2026-05-04 20:11:40 | GraphService | INFO | [Graph] Relationship created: (the divide trilogy)-[written_by]->(elizabeth kay)
2026-05-04 20:11:40 | GraphService | INFO | [Graph] Relationship created: (the divide trilogy)-[consists_of]->(the divide)
2026-05-04 20:11:40 | GraphService | INFO | [Graph] Relationship created: (the divide trilogy)-[consists_of]->(back to the divide)
2026-05-04 20:11:40 | GraphService | INFO | [Graph] Relationship created: (the divide trilogy)-[consists_of]->(jinx on the divide)
2026-05-04 20:11:40 | GraphService | INFO | [Graph] Relationship created: (the divide trilogy)-[originally_published_by]->(chicken house)
2026-05-04 20:11:40 | GraphService | INFO | [Graph] Relationship created: (the divide trilogy)-[later_published_by]->(scholastic)
