2026-03-24 08:39:52 | LLMService | INFO | Primary LLM Provider: GEMINI
2026-03-24 08:55:32 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:55:34 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:55:37 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:55:40 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:02 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:07 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:09 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:15 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:18 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:20 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:22 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:25 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:28 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:53 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:56:59 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:57:02 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:57:07 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:57:10 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:57:32 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:57:41 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:57:48 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:57:59 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:58:03 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:58:36 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:58:44 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:59:14 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:59:20 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:59:22 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:59:26 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:59:28 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:59:33 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 08:59:54 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:02 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:04 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:06 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:09 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:11 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:14 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:18 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:21 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:45 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:53 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:55 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:00:58 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:01:18 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:01:27 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:01:29 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:01:31 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:01:33 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:01:42 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:01:44 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:02:08 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:02:13 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:02:15 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:02:29 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:02:36 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:02:55 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:00 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:03 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:06 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:09 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:30 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:39 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:42 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:45 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:48 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:49 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:53 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:03:59 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:04:03 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:04:05 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:04:08 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:04:45 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:04:52 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:04:59 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:05:08 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:05:15 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:05:20 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:05:25 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:05:29 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:05:34 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:06:07 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:06:22 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:06:31 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:06:39 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:07:11 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:07:25 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:07:28 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:07:30 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:07:48 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:07:56 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:00 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:06 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:09 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:12 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:38 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:41 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:43 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:08:56 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:05 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:07 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:09 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:12 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:15 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:18 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:21 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:24 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:26 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:30 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:50 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:55 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:09:59 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:02 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:05 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:20 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:27 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:29 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:40 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:50 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:52 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:56 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:10:59 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:01 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:05 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:07 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:25 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:27 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:29 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:39 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:44 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:47 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:11:50 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:12:06 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
2026-03-24 09:12:12 | LLMService | INFO | [Gemini] Extracting with gemini-3.1-flash-lite-preview (native SDK)
