2026-02-25 05:27:07 | LLMService | INFO | Primary LLM Provider: OLLAMA
2026-02-25 06:19:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:19:14 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 06:22:03 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:22:39 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 06:22:39 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:22:46 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-02-25 06:24:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:25:27 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 06:25:27 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:25:32 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-02-25 06:28:14 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:28:47 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 06:28:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:28:51 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 06:29:26 | LLMService | ERROR | Async Entity Summary Generation Failed for 1982: Expecting ',' delimiter: line 19 column 1 (char 357)
2026-02-25 06:30:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:31:55 | LLMService | INFO | [Ollama] Raw extraction: 17 entities, 6 concepts
2026-02-25 06:31:55 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:31:59 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 06:35:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:36:33 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-02-25 06:36:33 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:36:39 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 06:38:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:39:30 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-02-25 06:39:30 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:39:37 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 4 concepts
2026-02-25 06:42:06 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:42:58 | LLMService | INFO | [Ollama] Raw extraction: 11 entities, 3 concepts
2026-02-25 06:42:58 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:43:03 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 1 concepts
2026-02-25 06:44:45 | LLMService | ERROR | Async Entity Summary Generation Failed for ukrainian: Unterminated string starting at: line 3 column 24 (char 84)
2026-02-25 06:44:55 | LLMService | ERROR | Async Entity Summary Generation Failed for mid-to-late 1930s: Unterminated string starting at: line 3 column 24 (char 76)
2026-02-25 06:46:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:47:21 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 2 concepts
2026-02-25 06:47:21 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:47:25 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 06:49:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:50:04 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-02-25 06:50:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:50:08 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 4 concepts
2026-02-25 06:52:20 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:52:46 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 06:52:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:52:49 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 06:54:22 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:54:44 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 06:55:20 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:55:53 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-02-25 06:56:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:57:51 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 5 concepts
2026-02-25 06:57:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 06:57:54 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 07:00:20 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:02:04 | LLMService | INFO | [Ollama] Raw extraction: 28 entities, 5 concepts
2026-02-25 07:02:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:02:09 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 5 concepts
2026-02-25 07:07:58 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:09:07 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 15 concepts
2026-02-25 07:09:07 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:09:17 | LLMService | INFO | [Ollama] Raw extraction: 18 entities, 6 concepts
2026-02-25 07:15:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:16:17 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 1 concepts
2026-02-25 07:16:17 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:16:20 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 07:17:22 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:18:15 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 3 concepts
2026-02-25 07:18:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:18:20 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 07:20:58 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:21:12 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 07:21:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:23:43 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 9 concepts
2026-02-25 07:23:43 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:23:48 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 0 concepts
2026-02-25 07:26:50 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:27:40 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 07:27:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:27:45 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 07:29:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:30:12 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-02-25 07:30:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:30:16 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 07:31:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:32:08 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 4 concepts
2026-02-25 07:32:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:32:17 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 4 concepts
2026-02-25 07:34:22 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:34:35 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 07:34:52 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:35:36 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 5 concepts
2026-02-25 07:35:36 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:35:41 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-02-25 07:37:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:38:15 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 07:38:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:38:20 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 1 concepts
2026-02-25 07:41:10 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:41:41 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 07:41:41 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:41:47 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 4 concepts
2026-02-25 07:43:14 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:43:45 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 3 concepts
2026-02-25 07:43:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:43:50 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 07:45:23 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:47:12 | LLMService | INFO | [Ollama] Raw extraction: 15 entities, 9 concepts
2026-02-25 07:47:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:47:16 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 0 concepts
2026-02-25 07:52:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:52:24 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 07:52:54 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:53:30 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 07:53:30 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:53:34 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 07:55:09 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:56:49 | LLMService | INFO | [Ollama] Raw extraction: 17 entities, 4 concepts
2026-02-25 07:56:49 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 07:56:56 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 07:58:45 | LLMService | ERROR | Async Entity Summary Generation Failed for against the 70s: Unterminated string starting at: line 3 column 24 (char 73)
2026-02-25 08:02:16 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:02:48 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 08:02:48 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:02:52 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 08:04:36 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:05:07 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 08:05:07 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:05:12 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 1 concepts
2026-02-25 08:07:18 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:08:07 | LLMService | INFO | [Ollama] Raw extraction: 11 entities, 3 concepts
2026-02-25 08:08:07 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:08:12 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 08:11:22 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:11:57 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 08:11:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:12:01 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 08:13:36 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:14:14 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 08:14:14 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:14:18 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 08:16:03 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:16:20 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 08:16:41 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:17:16 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 4 concepts
2026-02-25 08:17:16 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:17:19 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 08:19:02 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:19:31 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-02-25 08:19:31 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:19:34 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 08:20:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:21:05 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 08:21:36 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:22:25 | LLMService | INFO | [Ollama] Raw extraction: 12 entities, 4 concepts
2026-02-25 08:22:25 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:22:32 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 08:25:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:26:22 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 5 concepts
2026-02-25 08:26:22 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:26:28 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 4 concepts
2026-02-25 08:29:17 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:29:57 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 4 concepts
2026-02-25 08:29:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:30:04 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 08:32:05 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:32:21 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 08:32:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:34:27 | LLMService | INFO | [Ollama] Raw extraction: 19 entities, 6 concepts
2026-02-25 08:34:27 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:34:37 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 08:40:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:41:18 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-02-25 08:41:53 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:42:26 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 3 concepts
2026-02-25 08:42:26 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:42:31 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 08:44:23 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:45:10 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 08:45:10 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:45:14 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 08:47:01 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:47:14 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-02-25 08:47:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:48:17 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 1 concepts
2026-02-25 08:49:11 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:49:50 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 08:49:50 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:49:55 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 08:51:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:52:24 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 08:52:24 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:52:33 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-02-25 08:55:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:55:51 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 08:55:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:55:56 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 1 concepts
2026-02-25 08:58:18 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:59:31 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-02-25 08:59:31 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 08:59:36 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 09:02:09 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
