2026-02-25 05:28:59 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:33:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:33:58 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:34:04 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:34:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:34:12 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:34:16 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:34:19 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:34:27 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:35:14 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:35:15 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 14, relationships_created: 7, nodes_created: 7, properties_set: 49, contains_updates: True, contains_system_updates: False}
2026-02-25 05:35:16 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 4, relationships_created: 2, nodes_created: 2, properties_set: 12, contains_updates: True, contains_system_updates: False}
2026-02-25 05:35:16 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:35:19 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, properties_set: 4, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:02 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:04 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:06 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:10 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:18 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:23 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:28 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:35 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:36:37 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:52 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:53 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 22, relationships_created: 11, nodes_created: 11, properties_set: 77, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:53 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 6, relationships_created: 3, nodes_created: 3, properties_set: 18, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:53 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 2, relationships_created: 1, nodes_created: 1, properties_set: 12, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 2, relationships_created: 1, nodes_created: 1, properties_set: 10, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{relationships_created: 1, properties_set: 8, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Relationship created: (trainmaster command control)-[manufactures]->(lionel)
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{relationships_created: 1, properties_set: 8, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Relationship created: (dcc)-[similar_to]->(lionel)
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{relationships_created: 1, properties_set: 8, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Relationship created: (mth corporation)-[develops]->(dcs)
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{relationships_created: 1, properties_set: 8, contains_updates: True, contains_system_updates: False}
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Relationship created: (lionchief/lionchief+)-[produced_by]->(lionel)
2026-02-25 05:37:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:29 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:30 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:30 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:30 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:30 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:35 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:39 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:40 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:49 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:55 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:39:58 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:07 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:10 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:15 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:18 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:51 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:52 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 4, relationships_created: 2, nodes_created: 2, properties_set: 14, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:52 | GraphService | INFO | [Graph] Updates: SummaryCounters{relationships_created: 1, properties_set: 4, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:52 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:40:56 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 4, contains_updates: True, contains_system_updates: False}
2026-02-25 05:41:15 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:41:18 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:41:23 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:42:12 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:42:13 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 22, relationships_created: 11, nodes_created: 11, properties_set: 81, contains_updates: True, contains_system_updates: False}
2026-02-25 05:42:14 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 4, relationships_created: 2, nodes_created: 2, properties_set: 12, contains_updates: True, contains_system_updates: False}
2026-02-25 05:42:14 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:43:24 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:43:24 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:43:30 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:43:36 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:43:44 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:43:49 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:43:55 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:44:36 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:44:36 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:44:37 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:44:37 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:44:37 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:44:37 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:44:50 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:19 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:19 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 6, relationships_created: 3, nodes_created: 3, properties_set: 21, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:20 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 2, relationships_created: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:20 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:43 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:47 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:52 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:45:55 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:46:42 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:46:43 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 12, relationships_created: 6, nodes_created: 6, properties_set: 42, contains_updates: True, contains_system_updates: False}
2026-02-25 05:46:43 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 4, relationships_created: 2, nodes_created: 2, properties_set: 12, contains_updates: True, contains_system_updates: False}
2026-02-25 05:46:44 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 2, relationships_created: 1, nodes_created: 1, properties_set: 10, contains_updates: True, contains_system_updates: False}
2026-02-25 05:46:44 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:47:36 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:47:47 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:47:56 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:48:02 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:48:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:48:13 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:48:21 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:48:25 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:07 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 10, relationships_created: 6, nodes_created: 5, properties_set: 39, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 2, relationships_created: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:41 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:45 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:49 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:49:56 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:50:00 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:50:05 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:50:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:51:01 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:51:02 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 12, relationships_created: 6, nodes_created: 6, properties_set: 42, contains_updates: True, contains_system_updates: False}
2026-02-25 05:51:02 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 4, relationships_created: 2, nodes_created: 2, properties_set: 12, contains_updates: True, contains_system_updates: False}
2026-02-25 05:51:02 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:51:55 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:51:57 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:52:00 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:52:09 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:52:14 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:52:21 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:52:29 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:52:33 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:53:16 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:53:17 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 18, relationships_created: 9, nodes_created: 9, properties_set: 63, contains_updates: True, contains_system_updates: False}
2026-02-25 05:53:17 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 4, relationships_created: 2, nodes_created: 2, properties_set: 12, contains_updates: True, contains_system_updates: False}
2026-02-25 05:53:18 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 2, relationships_created: 1, nodes_created: 1, properties_set: 10, contains_updates: True, contains_system_updates: False}
2026-02-25 05:53:18 | GraphService | INFO | [Graph] Updates: SummaryCounters{relationships_created: 1, properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:53:18 | GraphService | INFO | [Community] Updated 'Personal Knowledge' with 11 members
2026-02-25 05:54:24 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:54:28 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:54:44 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:54:49 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:54:54 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:54:58 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:55:04 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:55:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:55:13 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:55:16 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:55:20 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:56:06 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 1, nodes_created: 1, properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:56:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 22, relationships_created: 11, nodes_created: 11, properties_set: 77, contains_updates: True, contains_system_updates: False}
2026-02-25 05:56:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 6, relationships_created: 3, nodes_created: 3, properties_set: 18, contains_updates: True, contains_system_updates: False}
2026-02-25 05:56:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{labels_added: 2, relationships_created: 1, nodes_created: 1, properties_set: 12, contains_updates: True, contains_system_updates: False}
2026-02-25 05:56:08 | GraphService | INFO | [Graph] Updates: SummaryCounters{relationships_created: 4, properties_set: 5, contains_updates: True, contains_system_updates: False}
2026-02-25 05:56:08 | GraphService | INFO | [Community] Updated 'Professional Knowledge' with 14 members
2026-02-25 05:56:13 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 4, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:22 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:22 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:22 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:22 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:27 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:30 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:34 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:39 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:43 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:46 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:50 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:53 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:57:59 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:58:10 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
2026-02-25 05:58:10 | GraphService | INFO | [Graph] Updates: SummaryCounters{properties_set: 6, contains_updates: True, contains_system_updates: False}
